cell_id,table_name,row_index,column,competitor,value,evidence_ids
核心硬件性能参数横向对比_1_最高DPI,核心硬件性能参数横向对比,1,最高DPI,罗技 G903,待搜索（方向：最高DPI；关键词：罗技G903 最高DPI）,[]
核心硬件性能参数横向对比_1_最高无线轮询率,核心硬件性能参数横向对比,1,最高无线轮询率,罗技 G903,待搜索（方向：最高无线轮询率；关键词：罗技G903 无线轮询率）,[]
核心硬件性能参数横向对比_1_微动标称寿命,核心硬件性能参数横向对比,1,微动标称寿命,罗技 G903,待搜索（方向：微动标称寿命；关键词：罗技G903 微动寿命）,[]
核心硬件性能参数横向对比_1_可编程按键数量,核心硬件性能参数横向对比,1,可编程按键数量,罗技 G903,待搜索（方向：可编程按键数量；关键词：罗技G903 可编程按键数）,[]
核心硬件性能参数横向对比_1_关联证据ID,核心硬件性能参数横向对比,1,关联证据ID,罗技 G903,[],[]
核心硬件性能参数横向对比_2_竞品名称,核心硬件性能参数横向对比,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,[]
核心硬件性能参数横向对比_2_整机重量区间,核心硬件性能参数横向对比,2,整机重量区间,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：整机重量区间；关键词：雷蛇炼狱蝰蛇v3专业版 整机重量）,[]
核心硬件性能参数横向对比_2_外壳材质,核心硬件性能参数横向对比,2,外壳材质,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：外壳材质；关键词：雷蛇炼狱蝰蛇v3专业版 外壳材质）,[]
核心硬件性能参数横向对比_2_核心传感器型号,核心硬件性能参数横向对比,2,核心传感器型号,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：核心传感器型号；关键词：雷蛇炼狱蝰蛇v3专业版 传感器型号）,[]
核心硬件性能参数横向对比_2_最高DPI,核心硬件性能参数横向对比,2,最高DPI,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：最高DPI；关键词：雷蛇炼狱蝰蛇v3专业版 最高DPI）,[]
核心硬件性能参数横向对比_2_最高无线轮询率,核心硬件性能参数横向对比,2,最高无线轮询率,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：最高无线轮询率；关键词：雷蛇炼狱蝰蛇v3专业版 无线轮询率）,[]
核心硬件性能参数横向对比_2_微动标称寿命,核心硬件性能参数横向对比,2,微动标称寿命,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：微动标称寿命；关键词：雷蛇炼狱蝰蛇v3专业版 微动寿命）,[]
核心硬件性能参数横向对比_2_可编程按键数量,核心硬件性能参数横向对比,2,可编程按键数量,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：可编程按键数量；关键词：雷蛇炼狱蝰蛇v3专业版 可编程按键数）,[]
核心硬件性能参数横向对比_2_关联证据ID,核心硬件性能参数横向对比,2,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,[],[]
连接与续航能力对比_0_竞品名称,连接与续航能力对比,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_支持连接模式,连接与续航能力对比,0,支持连接模式,罗技 gpw3,支持2.4G无线，部分来源标注支持蓝牙双模,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_无线传输距离,连接与续航能力对比,0,无线传输距离,罗技 gpw3,10m,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_充电方式,连接与续航能力对比,0,充电方式,罗技 gpw3,Type-C充电,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_兼容无线充电系统,连接与续航能力对比,0,兼容无线充电系统,罗技 gpw3,兼容罗技POWERPLAY无线充电系统,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_公开续航时长区间,连接与续航能力对比,0,公开续航时长区间,罗技 gpw3,60-100小时,"[""ev_075"", ""ev_083""]"
连接与续航能力对比_0_关联证据ID,连接与续航能力对比,0,关联证据ID,罗技 gpw3,"[""ev_075"", ""ev_083""]","[""ev_075"", ""ev_083""]"
连接与续航能力对比_1_竞品名称,连接与续航能力对比,1,竞品名称,罗技 G903,罗技 G903,[]
连接与续航能力对比_1_支持连接模式,连接与续航能力对比,1,支持连接模式,罗技 G903,待搜索（方向：支持连接模式；关键词：罗技G903 连接模式）,[]
连接与续航能力对比_1_无线传输距离,连接与续航能力对比,1,无线传输距离,罗技 G903,待搜索（方向：无线传输距离；关键词：罗技G903 无线传输距离）,[]
连接与续航能力对比_1_充电方式,连接与续航能力对比,1,充电方式,罗技 G903,待搜索（方向：充电方式；关键词：罗技G903 充电方式）,[]
连接与续航能力对比_1_兼容无线充电系统,连接与续航能力对比,1,兼容无线充电系统,罗技 G903,待搜索（方向：兼容无线充电系统；关键词：罗技G903 兼容无线充电）,[]
连接与续航能力对比_1_公开续航时长区间,连接与续航能力对比,1,公开续航时长区间,罗技 G903,待搜索（方向：公开续航时长区间；关键词：罗技G903 标称续航时长）,[]
连接与续航能力对比_1_关联证据ID,连接与续航能力对比,1,关联证据ID,罗技 G903,[],[]
连接与续航能力对比_2_竞品名称,连接与续航能力对比,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,[]
连接与续航能力对比_2_支持连接模式,连接与续航能力对比,2,支持连接模式,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：支持连接模式；关键词：雷蛇炼狱蝰蛇v3专业版 连接模式）,[]
连接与续航能力对比_2_无线传输距离,连接与续航能力对比,2,无线传输距离,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：无线传输距离；关键词：雷蛇炼狱蝰蛇v3专业版 无线传输距离）,[]
连接与续航能力对比_2_充电方式,连接与续航能力对比,2,充电方式,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：充电方式；关键词：雷蛇炼狱蝰蛇v3专业版 充电方式）,[]
连接与续航能力对比_2_兼容无线充电系统,连接与续航能力对比,2,兼容无线充电系统,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：兼容无线充电系统；关键词：雷蛇炼狱蝰蛇v3专业版 兼容无线充电）,[]
连接与续航能力对比_2_公开续航时长区间,连接与续航能力对比,2,公开续航时长区间,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：公开续航时长区间；关键词：雷蛇炼狱蝰蛇v3专业版 标称续航时长）,[]
连接与续航能力对比_2_关联证据ID,连接与续航能力对比,2,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,[],[]
用户口碑与产品风险汇总表_0_竞品名称,用户口碑与产品风险汇总表,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_0_核心用户好评点,用户口碑与产品风险汇总表,0,核心用户好评点,罗技 gpw3,职业选手选择率Top1，轻量化降低长时间游戏疲劳，传感器定位精准,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_0_普遍用户抱怨点,用户口碑与产品风险汇总表,0,普遍用户抱怨点,罗技 gpw3,老用户感知不到升级溢价偏高，原装充电线易开裂,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_0_已知产品风险,用户口碑与产品风险汇总表,0,已知产品风险,罗技 gpw3,核心参数第三方来源冲突可信度低，价格波动超300元，早期旧固件DPI不合格,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_0_PM可落地机会点,用户口碑与产品风险汇总表,0,PM可落地机会点,罗技 gpw3,主打参数全官方公示、更轻重量、原生8KHz轮询率直接分流GPW2老用户,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_0_关联证据ID,用户口碑与产品风险汇总表,0,关联证据ID,罗技 gpw3,"[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]","[""ev_072"", ""ev_076"", ""ev_077"", ""ins_016"", ""ins_017"", ""ins_018"", ""ins_020""]"
用户口碑与产品风险汇总表_1_竞品名称,用户口碑与产品风险汇总表,1,竞品名称,罗技 G903,罗技 G903,[]
用户口碑与产品风险汇总表_1_核心用户好评点,用户口碑与产品风险汇总表,1,核心用户好评点,罗技 G903,待搜索（方向：核心用户好评点；关键词：罗技G903 用户好评点）,[]
用户口碑与产品风险汇总表_1_普遍用户抱怨点,用户口碑与产品风险汇总表,1,普遍用户抱怨点,罗技 G903,待搜索（方向：普遍用户抱怨点；关键词：罗技G903 用户吐槽点）,[]
用户口碑与产品风险汇总表_1_已知产品风险,用户口碑与产品风险汇总表,1,已知产品风险,罗技 G903,待搜索（方向：已知产品风险；关键词：罗技G903 已知产品缺陷）,[]
用户口碑与产品风险汇总表_1_PM可落地机会点,用户口碑与产品风险汇总表,1,PM可落地机会点,罗技 G903,待搜索（方向：PM可落地机会点；关键词：罗技G903 竞品转化机会点）,[]
用户口碑与产品风险汇总表_1_关联证据ID,用户口碑与产品风险汇总表,1,关联证据ID,罗技 G903,[],[]
用户口碑与产品风险汇总表_2_竞品名称,用户口碑与产品风险汇总表,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,[]
用户口碑与产品风险汇总表_2_核心用户好评点,用户口碑与产品风险汇总表,2,核心用户好评点,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：核心用户好评点；关键词：雷蛇炼狱蝰蛇v3专业版 用户好评点）,[]
用户口碑与产品风险汇总表_2_普遍用户抱怨点,用户口碑与产品风险汇总表,2,普遍用户抱怨点,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：普遍用户抱怨点；关键词：雷蛇炼狱蝰蛇v3专业版 用户吐槽点）,[]
用户口碑与产品风险汇总表_2_已知产品风险,用户口碑与产品风险汇总表,2,已知产品风险,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：已知产品风险；关键词：雷蛇炼狱蝰蛇v3专业版 已知产品缺陷）,[]
用户口碑与产品风险汇总表_2_PM可落地机会点,用户口碑与产品风险汇总表,2,PM可落地机会点,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：PM可落地机会点；关键词：雷蛇炼狱蝰蛇v3专业版 竞品转化机会点）,[]
用户口碑与产品风险汇总表_2_关联证据ID,用户口碑与产品风险汇总表,2,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,[],[]
550_900元价格带竞品全周期售价对比表_0_竞品名称,550-900元价格带竞品全周期售价对比表,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_官方首发指导价,550-900元价格带竞品全周期售价对比表,0,官方首发指导价,罗技 gpw3,899-999元,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_日常在售价格区间,550-900元价格带竞品全周期售价对比表,0,日常在售价格区间,罗技 gpw3,799-899元,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_大促常规到手价区间,550-900元价格带竞品全周期售价对比表,0,大促常规到手价区间,罗技 gpw3,670-850元,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_历史最低到手价,550-900元价格带竞品全周期售价对比表,0,历史最低到手价,罗技 gpw3,约651元,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_当前是否稳定覆盖550_900元价格带,550-900元价格带竞品全周期售价对比表,0,当前是否稳定覆盖550-900元价格带,罗技 gpw3,是,"[""ev_087""]"
550_900元价格带竞品全周期售价对比表_0_关联证据ID,550-900元价格带竞品全周期售价对比表,0,关联证据ID,罗技 gpw3,"[""ev_087""]","[""ev_087""]"
550_900元价格带竞品全周期售价对比表_1_竞品名称,550-900元价格带竞品全周期售价对比表,1,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_官方首发指导价,550-900元价格带竞品全周期售价对比表,1,官方首发指导价,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方首发定价；关键词：雷蛇炼狱蝰蛇v3 专业版 官方首发指导价）,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_日常在售价格区间,550-900元价格带竞品全周期售价对比表,1,日常在售价格区间,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询全渠道日常售价；关键词：雷蛇炼狱蝰蛇v3 专业版 日常在售价格区间）,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_大促常规到手价区间,550-900元价格带竞品全周期售价对比表,1,大促常规到手价区间,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询历年大促到手价；关键词：雷蛇炼狱蝰蛇v3 专业版 大促常规到手价）,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_历史最低到手价,550-900元价格带竞品全周期售价对比表,1,历史最低到手价,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询历史最低售价；关键词：雷蛇炼狱蝰蛇v3 专业版 历史最低到手价）,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_当前是否稳定覆盖550_900元价格带,550-900元价格带竞品全周期售价对比表,1,当前是否稳定覆盖550-900元价格带,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：确认是否落在目标价格带；关键词：雷蛇炼狱蝰蛇v3 专业版 550-900元价格带覆盖）,"[""ev_088""]"
550_900元价格带竞品全周期售价对比表_1_关联证据ID,550-900元价格带竞品全周期售价对比表,1,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]","[""ev_088""]"
550_900元价格带竞品全周期售价对比表_2_竞品名称,550-900元价格带竞品全周期售价对比表,2,竞品名称,罗技 G903,罗技 G903,[]
550_900元价格带竞品全周期售价对比表_2_官方首发指导价,550-900元价格带竞品全周期售价对比表,2,官方首发指导价,罗技 G903,待搜索（方向：查询罗技官方首发定价；关键词：罗技 G903 官方首发指导价）,[]
550_900元价格带竞品全周期售价对比表_2_日常在售价格区间,550-900元价格带竞品全周期售价对比表,2,日常在售价格区间,罗技 G903,待搜索（方向：查询全渠道日常售价；关键词：罗技 G903 日常在售价格区间）,[]
550_900元价格带竞品全周期售价对比表_2_大促常规到手价区间,550-900元价格带竞品全周期售价对比表,2,大促常规到手价区间,罗技 G903,待搜索（方向：查询历年大促到手价；关键词：罗技 G903 大促常规到手价）,[]
550_900元价格带竞品全周期售价对比表_2_历史最低到手价,550-900元价格带竞品全周期售价对比表,2,历史最低到手价,罗技 G903,待搜索（方向：查询历史最低售价；关键词：罗技 G903 历史最低到手价）,[]
550_900元价格带竞品全周期售价对比表_2_当前是否稳定覆盖550_900元价格带,550-900元价格带竞品全周期售价对比表,2,当前是否稳定覆盖550-900元价格带,罗技 G903,待搜索（方向：确认是否落在目标价格带；关键词：罗技 G903 550-900元价格带覆盖）,[]
550_900元价格带竞品全周期售价对比表_2_关联证据ID,550-900元价格带竞品全周期售价对比表,2,关联证据ID,罗技 G903,[],[]
核心硬件性能参数横向对比表_0_竞品名称,核心硬件性能参数横向对比表,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_087""]"
核心硬件性能参数横向对比表_0_传感器型号,核心硬件性能参数横向对比表,0,传感器型号,罗技 gpw3,HERO25K/HERO2,"[""ev_087""]"
核心硬件性能参数横向对比表_0_鼠标自重,核心硬件性能参数横向对比表,0,鼠标自重,罗技 gpw3,58-63g,"[""ev_087""]"
核心硬件性能参数横向对比表_0_最高轮询率,核心硬件性能参数横向对比表,0,最高轮询率,罗技 gpw3,2KHz,"[""ev_087""]"
核心硬件性能参数横向对比表_0_连接模式,核心硬件性能参数横向对比表,0,连接模式,罗技 gpw3,2.4G无线+蓝牙双模,"[""ev_087""]"
核心硬件性能参数横向对比表_0_标称最长续航,核心硬件性能参数横向对比表,0,标称最长续航,罗技 gpw3,95小时,"[""ev_087""]"
核心硬件性能参数横向对比表_0_微动类型,核心硬件性能参数横向对比表,0,微动类型,罗技 gpw3,LIGHTFORCE光学机械混合微动,"[""ev_087""]"
核心硬件性能参数横向对比表_0_关联证据ID,核心硬件性能参数横向对比表,0,关联证据ID,罗技 gpw3,"[""ev_087""]","[""ev_087""]"
核心硬件性能参数横向对比表_1_竞品名称,核心硬件性能参数横向对比表,1,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]"
核心硬件性能参数横向对比表_1_传感器型号,核心硬件性能参数横向对比表,1,传感器型号,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称传感器型号；关键词：雷蛇炼狱蝰蛇v3 专业版 传感器型号）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_鼠标自重,核心硬件性能参数横向对比表,1,鼠标自重,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称鼠标自重；关键词：雷蛇炼狱蝰蛇v3 专业版 鼠标自重）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_最高轮询率,核心硬件性能参数横向对比表,1,最高轮询率,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称最高轮询率；关键词：雷蛇炼狱蝰蛇v3 专业版 最高轮询率）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_连接模式,核心硬件性能参数横向对比表,1,连接模式,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称连接模式；关键词：雷蛇炼狱蝰蛇v3 专业版 连接模式）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_标称最长续航,核心硬件性能参数横向对比表,1,标称最长续航,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称最长续航；关键词：雷蛇炼狱蝰蛇v3 专业版 标称最长续航）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_微动类型,核心硬件性能参数横向对比表,1,微动类型,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称微动类型；关键词：雷蛇炼狱蝰蛇v3 专业版 微动类型）,"[""ev_088""]"
核心硬件性能参数横向对比表_1_关联证据ID,核心硬件性能参数横向对比表,1,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]","[""ev_088""]"
核心硬件性能参数横向对比表_2_竞品名称,核心硬件性能参数横向对比表,2,竞品名称,罗技 G903,罗技 G903,[]
核心硬件性能参数横向对比表_2_传感器型号,核心硬件性能参数横向对比表,2,传感器型号,罗技 G903,待搜索（方向：查询罗技官方标称传感器型号；关键词：罗技 G903 传感器型号）,[]
核心硬件性能参数横向对比表_2_鼠标自重,核心硬件性能参数横向对比表,2,鼠标自重,罗技 G903,待搜索（方向：查询罗技官方标称鼠标自重；关键词：罗技 G903 鼠标自重）,[]
核心硬件性能参数横向对比表_2_最高轮询率,核心硬件性能参数横向对比表,2,最高轮询率,罗技 G903,待搜索（方向：查询罗技官方标称最高轮询率；关键词：罗技 G903 最高轮询率）,[]
核心硬件性能参数横向对比表_2_连接模式,核心硬件性能参数横向对比表,2,连接模式,罗技 G903,待搜索（方向：查询罗技官方标称连接模式；关键词：罗技 G903 连接模式）,[]
核心硬件性能参数横向对比表_2_标称最长续航,核心硬件性能参数横向对比表,2,标称最长续航,罗技 G903,待搜索（方向：查询罗技官方标称最长续航；关键词：罗技 G903 标称最长续航）,[]
核心硬件性能参数横向对比表_2_微动类型,核心硬件性能参数横向对比表,2,微动类型,罗技 G903,待搜索（方向：查询罗技官方标称微动类型；关键词：罗技 G903 微动类型）,[]
核心硬件性能参数横向对比表_2_关联证据ID,核心硬件性能参数横向对比表,2,关联证据ID,罗技 G903,[],[]
产品定位与目标用户卡位对比表_0_竞品名称,产品定位与目标用户卡位对比表,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_手型适配类型,产品定位与目标用户卡位对比表,0,手型适配类型,罗技 gpw3,右手对称人体工学,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_适配手型尺寸,产品定位与目标用户卡位对比表,0,适配手型尺寸,罗技 gpw3,中大手10.5cm以上,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_核心目标用户群体,产品定位与目标用户卡位对比表,0,核心目标用户群体,罗技 gpw3,职业电竞选手、高阶竞技玩家,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_主打电竞场景,产品定位与目标用户卡位对比表,0,主打电竞场景,罗技 gpw3,FPS/MOBA全品类电竞赛事,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_是否支持配重调节,产品定位与目标用户卡位对比表,0,是否支持配重调节,罗技 gpw3,否,"[""ev_087""]"
产品定位与目标用户卡位对比表_0_关联证据ID,产品定位与目标用户卡位对比表,0,关联证据ID,罗技 gpw3,"[""ev_087""]","[""ev_087""]"
产品定位与目标用户卡位对比表_1_竞品名称,产品定位与目标用户卡位对比表,1,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_手型适配类型,产品定位与目标用户卡位对比表,1,手型适配类型,雷蛇炼狱蝰蛇v3 专业版,右手人体工学,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_适配手型尺寸,产品定位与目标用户卡位对比表,1,适配手型尺寸,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询雷蛇官方标称适配手型尺寸；关键词：雷蛇炼狱蝰蛇v3 专业版 适配手型尺寸）,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_核心目标用户群体,产品定位与目标用户卡位对比表,1,核心目标用户群体,雷蛇炼狱蝰蛇v3 专业版,偏好右手工学的核心电竞玩家,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_主打电竞场景,产品定位与目标用户卡位对比表,1,主打电竞场景,雷蛇炼狱蝰蛇v3 专业版,FPS类电竞游戏,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_是否支持配重调节,产品定位与目标用户卡位对比表,1,是否支持配重调节,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查询产品是否支持配重调节；关键词：雷蛇炼狱蝰蛇v3 专业版 配重调节）,"[""ev_088""]"
产品定位与目标用户卡位对比表_1_关联证据ID,产品定位与目标用户卡位对比表,1,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_088""]","[""ev_088""]"
产品定位与目标用户卡位对比表_2_竞品名称,产品定位与目标用户卡位对比表,2,竞品名称,罗技 G903,罗技 G903,[]
产品定位与目标用户卡位对比表_2_手型适配类型,产品定位与目标用户卡位对比表,2,手型适配类型,罗技 G903,待搜索（方向：查询罗技官方标称手型适配类型；关键词：罗技 G903 手型适配类型）,[]
产品定位与目标用户卡位对比表_2_适配手型尺寸,产品定位与目标用户卡位对比表,2,适配手型尺寸,罗技 G903,待搜索（方向：查询罗技官方标称适配手型尺寸；关键词：罗技 G903 适配手型尺寸）,[]
产品定位与目标用户卡位对比表_2_核心目标用户群体,产品定位与目标用户卡位对比表,2,核心目标用户群体,罗技 G903,待搜索（方向：查询罗技官方标称核心目标用户；关键词：罗技 G903 核心目标用户群体）,[]
产品定位与目标用户卡位对比表_2_主打电竞场景,产品定位与目标用户卡位对比表,2,主打电竞场景,罗技 G903,待搜索（方向：查询产品主打电竞场景；关键词：罗技 G903 主打电竞场景）,[]
产品定位与目标用户卡位对比表_2_是否支持配重调节,产品定位与目标用户卡位对比表,2,是否支持配重调节,罗技 G903,待搜索（方向：查询产品是否支持配重调节；关键词：罗技 G903 配重调节）,[]
产品定位与目标用户卡位对比表_2_关联证据ID,产品定位与目标用户卡位对比表,2,关联证据ID,罗技 G903,[],[]
用户体验感知价值点对比表_0_竞品名称,用户体验感知价值点对比表,0,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_087""]"
用户体验感知价值点对比表_0_用户感知强烈的核心优势,用户体验感知价值点对比表,0,用户感知强烈的核心优势,罗技 gpw3,极致轻量化、旗舰级性能、职业选手认可度高,"[""ev_087""]"
用户体验感知价值点对比表_0_用户感知弱的迭代升级点,用户体验感知价值点对比表,0,用户感知弱的迭代升级点,罗技 gpw3,相比GPW2的参数升级感知不明显,"[""ev_087""]"
用户体验感知价值点对比表_0_用户集中吐槽的问题点,用户体验感知价值点对比表,0,用户集中吐槽的问题点,罗技 gpw3,相比上一代溢价过高性价比不足,"[""ev_087""]"
用户体验感知价值点对比表_0_职业选手选用占比,用户体验感知价值点对比表,0,职业选手选用占比,罗技 gpw3,行业Top1,"[""ev_087""]"
用户体验感知价值点对比表_0_关联证据ID,用户体验感知价值点对比表,0,关联证据ID,罗技 gpw3,"[""ev_087""]","[""ev_087""]"
用户体验感知价值点对比表_1_竞品名称,用户体验感知价值点对比表,1,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,[]
用户体验感知价值点对比表_1_用户感知强烈的核心优势,用户体验感知价值点对比表,1,用户感知强烈的核心优势,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：检索公开用户反馈核心优势；关键词：雷蛇炼狱蝰蛇v3 专业版 用户核心优势）,[]
用户体验感知价值点对比表_1_用户感知弱的迭代升级点,用户体验感知价值点对比表,1,用户感知弱的迭代升级点,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：检索公开用户反馈弱感知升级点；关键词：雷蛇炼狱蝰蛇v3 专业版 弱感知升级点）,[]
用户体验感知价值点对比表_1_用户集中吐槽的问题点,用户体验感知价值点对比表,1,用户集中吐槽的问题点,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：检索公开用户集中吐槽问题；关键词：雷蛇炼狱蝰蛇v3 专业版 用户吐槽点）,[]
用户体验感知价值点对比表_1_职业选手选用占比,用户体验感知价值点对比表,1,职业选手选用占比,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：检索职业赛事选手选用占比；关键词：雷蛇炼狱蝰蛇v3 专业版 职业选手选用占比）,[]
用户体验感知价值点对比表_1_关联证据ID,用户体验感知价值点对比表,1,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,[],[]
用户体验感知价值点对比表_2_竞品名称,用户体验感知价值点对比表,2,竞品名称,罗技 G903,罗技 G903,[]
用户体验感知价值点对比表_2_用户感知强烈的核心优势,用户体验感知价值点对比表,2,用户感知强烈的核心优势,罗技 G903,待搜索（方向：检索公开用户反馈核心优势；关键词：罗技 G903 用户核心优势）,[]
用户体验感知价值点对比表_2_用户感知弱的迭代升级点,用户体验感知价值点对比表,2,用户感知弱的迭代升级点,罗技 G903,待搜索（方向：检索公开用户反馈弱感知升级点；关键词：罗技 G903 弱感知升级点）,[]
用户体验感知价值点对比表_2_用户集中吐槽的问题点,用户体验感知价值点对比表,2,用户集中吐槽的问题点,罗技 G903,待搜索（方向：检索公开用户集中吐槽问题；关键词：罗技 G903 用户吐槽点）,[]
用户体验感知价值点对比表_2_职业选手选用占比,用户体验感知价值点对比表,2,职业选手选用占比,罗技 G903,待搜索（方向：检索职业赛事选手选用占比；关键词：罗技 G903 职业选手选用占比）,[]
用户体验感知价值点对比表_2_关联证据ID,用户体验感知价值点对比表,2,关联证据ID,罗技 G903,[],[]
产品定位与用户场景横向对比_0_竞品名称,产品定位与用户场景横向对比,0,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_089"", ""ev_094""]"
产品定位与用户场景横向对比_0_核心目标用户,产品定位与用户场景横向对比,0,核心目标用户,雷蛇炼狱蝰蛇v3 专业版,追求精准轻量化的竞技玩家、长时间办公人群、专业设计用户,"[""ev_089"", ""ev_094""]"
